EpochTime,DOA,Confidence,Strength
2807,321,4,-668
3132,26,2,-669
23213,80,25,-665
23616,252,22,-663
24108,256,40,-665
24463,255,43,-664
24926,257,30,-666
25366,267,54,-665
25791,264,21,-666
26244,242,48,-664
26684,237,23,-662
27127,263,37,-665
27560,255,36,-665
27989,87,37,-664
28424,252,20,-665
28860,255,52,-662
29304,81,32,-666
29737,236,35,-664
30138,92,34,-664
30620,255,31,-662
31043,69,32,-663
31489,244,40,-665
31913,266,40,-661
32350,249,35,-665
32787,256,37,-664
33220,68,25,-662
33680,259,35,-665
34098,257,26,-662
34543,275,52,-665
34976,82,39,-663
35424,72,40,-662
35896,68,25,-663
36288,74,35,-664
36736,84,37,-665
37177,262,33,-664
37605,84,34,-665
38046,74,39,-667
38478,79,26,-665
38920,269,36,-668
39360,285,34,-666
39796,256,24,-665
40229,80,26,-666
40670,262,25,-664
41100,83,29,-666
41556,75,22,-661
41975,285,28,-664
42412,80,17,-662
42844,260,25,-665
43288,270,27,-663
43732,279,43,-666
44151,73,24,-665
44598,63,23,-666
45026,280,35,-666
45438,270,33,-665
45938,89,43,-666
46340,279,22,-665
46781,275,31,-667
47224,269,34,-665
47650,73,38,-667
48099,90,28,-664
48532,79,32,-665
48969,57,31,-665
49408,267,35,-663
49840,79,22,-665
50271,63,37,-665
50703,277,31,-662
51139,73,23,-664
51584,76,38,-665
52020,95,41,-664
52457,84,30,-663
52893,276,31,-663
53321,262,25,-664
53763,83,29,-665
54193,189,185,-488
54644,189,182,-393
55092,189,179,-394
55509,189,182,-391
55959,195,156,-381
56382,195,145,-359
56820,203,165,-379
57256,204,150,-427
57696,195,157,-397
58160,191,150,-401
58616,184,109,-419
59020,12,99,-437
59437,27,127,-469
59875,54,73,-556
60343,288,71,-483
60748,23,166,-467
61182,53,161,-460
61623,81,150,-475
62064,93,126,-492
62516,95,92,-501
62948,91,77,-501
63377,90,58,-471
63824,89,66,-455
64248,89,132,-452
64700,91,144,-452
65128,90,278,-450
65564,64,167,-426
66004,88,100,-419
66431,87,111,-428
66877,83,160,-449
67308,75,226,-465
67748,68,279,-480
68174,69,296,-477
68620,73,299,-457
69123,80,211,-451
69483,83,108,-458
69936,214,63,-474
70368,210,90,-488
70797,205,137,-478
71241,194,145,-457
71668,194,153,-417
72105,200,141,-367
72546,206,125,-350
72997,208,118,-346
73427,207,120,-348
73854,207,119,-347
74320,207,118,-347
74740,207,120,-347
75184,207,120,-347
75620,206,120,-347
76052,206,119,-347
76476,206,119,-349
76937,206,119,-349
77360,206,119,-349
77798,206,119,-349
78236,206,123,-352
78672,202,133,-363
79127,200,155,-387
79552,202,183,-409
79974,203,173,-405
80436,198,158,-398
80856,182,137,-411
81311,91,138,-464
81721,83,164,-469
82161,74,156,-501
82595,75,106,-508
83035,228,67,-474
83482,222,89,-452
83908,217,103,-453
84365,214,131,-445
84781,209,176,-429
85218,207,203,-416
85669,213,121,-449
86087,217,87,-459
86544,216,80,-465
86961,216,74,-468
87408,215,76,-468
87864,213,87,-468
88280,213,84,-471
88720,212,65,-484
89155,63,110,-572
89590,60,109,-531
90022,56,95,-521
90461,56,89,-521
90901,57,89,-530
91376,58,65,-535
91768,60,54,-536
92203,64,83,-575
92640,60,144,-468
93078,177,148,-373
93577,181,186,-346
93956,176,198,-352
94432,172,210,-358
94830,173,222,-362
95280,173,231,-363
95721,172,233,-362
96152,172,230,-362
96584,172,234,-363
97012,172,242,-365
97453,173,246,-366
97917,173,244,-365
98336,173,243,-364
98776,172,195,-352
99203,169,158,-342
99644,170,149,-334
100092,168,141,-340
100524,166,112,-342
100950,149,53,-359
101388,59,115,-386
101818,55,146,-396
102268,54,156,-398
102708,54,167,-403
103156,52,171,-409
103608,51,156,-406
104016,51,142,-402
104449,50,136,-398
104896,49,140,-401
105337,52,172,-410
105776,59,288,-469
106188,58,255,-499
106632,63,259,-466
107069,67,245,-438
107500,101,115,-401
107943,160,138,-381
108385,140,110,-384
108816,77,187,-414
109248,72,218,-427
109692,72,216,-427
110144,76,192,-420
110562,92,129,-404
111000,170,163,-379
111441,174,61,-433
111874,19,36,-538
112316,1,46,-437
112756,20,37,-413
113173,65,35,-420
113624,80,29,-418
114056,175,42,-414
114520,179,61,-425
114936,179,67,-465
115361,95,103,-470
115810,86,73,-407
116244,70,50,-400
116670,71,48,-413
117114,86,50,-417
117548,86,60,-416
118008,83,65,-413
118432,81,63,-414
118862,80,57,-415
119296,84,62,-415
119736,84,63,-415
120192,80,64,-415
120620,80,63,-416
121064,80,62,-416
121482,81,62,-416
121918,82,62,-417
122363,82,63,-417
122793,84,63,-418
123242,84,62,-417
123683,82,62,-418
124107,83,63,-418
124540,84,63,-418
124975,83,62,-418
125412,84,63,-418
125892,84,63,-418
126282,83,63,-418
126726,83,63,-418
127158,84,63,-418
127612,83,63,-418
128048,83,62,-418
128480,82,63,-418
128909,84,62,-418
129352,83,63,-418
129820,85,62,-418
130244,84,63,-418
130656,83,63,-418
131104,83,63,-418
131536,83,62,-419
131984,81,63,-419
132420,84,64,-418
132856,84,64,-418
133284,84,64,-418
133719,84,64,-418
134149,84,63,-418
134591,83,63,-418
135025,84,63,-416
135460,85,61,-416
135933,86,58,-416
136348,85,58,-418
136776,85,58,-417
137216,84,58,-418
137651,82,60,-418
138100,83,60,-417
138525,87,56,-417
138964,91,54,-417
139409,88,54,-416
139858,85,59,-417
140277,87,60,-417
140707,88,61,-418
141148,89,61,-417
141589,88,60,-417
142022,87,60,-416
142471,81,56,-414
142892,82,56,-416
143352,78,56,-416
143774,151,45,-419
144201,155,46,-418
144652,155,44,-416
145085,153,43,-416
145531,98,46,-419
145951,100,49,-420
146385,97,53,-422
146832,89,55,-420
147257,89,52,-420
147702,86,46,-417
148189,78,48,-418
148584,83,50,-418
149022,78,45,-413
149461,161,44,-413
149891,165,44,-418
150366,163,43,-418
150756,163,42,-417
151197,163,43,-417
151634,164,42,-418
152071,164,42,-418
152527,164,41,-418
152946,165,42,-419
153384,165,42,-418
153825,165,43,-418
154264,164,42,-419
154718,165,43,-419
155144,163,43,-418
155564,163,43,-419
155999,163,44,-419
156435,164,43,-419
156896,163,44,-419
157323,163,45,-419
157747,164,47,-420
158208,161,54,-428
158626,162,58,-435
159072,160,68,-444
159501,161,75,-447
159935,168,77,-444
160400,172,74,-444
160812,171,76,-444
161238,170,77,-444
161675,173,74,-444
162112,173,72,-445
162572,173,74,-446
162996,172,76,-446
163421,169,79,-446
163861,165,79,-447
164299,161,74,-444
164743,160,61,-439
165170,162,58,-438
165607,161,58,-437
166049,161,57,-437
166479,159,57,-438
166926,156,60,-440
167357,152,60,-441
167799,149,63,-443
168237,149,59,-438
168675,97,53,-428
169118,83,58,-425
169562,79,57,-426
169987,86,48,-427
170419,149,47,-425
170866,89,48,-425
171305,148,49,-426
171739,88,50,-428
172163,88,50,-428
172594,86,51,-428
173032,84,51,-428
173479,87,52,-428
173907,83,52,-428
174380,83,52,-428
174800,84,52,-427
175245,83,52,-427
175688,85,52,-427
176105,88,52,-428
176537,83,52,-427
176985,85,52,-427
177419,85,50,-427
177860,89,51,-427
178292,86,50,-427
178732,85,51,-427
179158,84,49,-428
179604,84,49,-428
180026,81,49,-427
180477,79,52,-427
180903,84,46,-426
181351,153,46,-426
181782,78,47,-425
182220,79,53,-423
182656,89,49,-424
183093,153,46,-428
183544,160,37,-422
183966,56,45,-407
184411,77,66,-414
184852,84,108,-464
185284,180,70,-509
185719,189,95,-473
