EpochTime,DOA,Confidence,Strength
2622,138,4,-671
3128,330,4,-667
13480,105,128,-652
13756,107,153,-651
14229,114,129,-652
14629,108,143,-652
15103,112,133,-655
15529,104,136,-655
15965,111,130,-652
16481,111,133,-655
16850,117,139,-652
17288,107,126,-655
17721,115,126,-655
18146,110,131,-653
18621,112,127,-652
19022,114,146,-653
19462,109,131,-654
19905,115,135,-653
20345,109,126,-654
20825,109,132,-651
21276,112,135,-652
21709,108,139,-653
22098,109,115,-653
22549,112,153,-653
22985,112,137,-653
23396,109,149,-652
23856,112,135,-654
24301,110,154,-654
24712,115,144,-653
25144,109,138,-654
25575,114,141,-653
26015,110,128,-654
26475,111,138,-649
26909,111,141,-655
27338,113,145,-654
27767,110,123,-654
28216,110,136,-654
28680,106,129,-653
29129,104,135,-655
29530,110,143,-654
29973,113,141,-655
30384,104,133,-655
30826,117,131,-649
31277,115,148,-654
31697,109,141,-652
32159,115,137,-651
32585,113,132,-650
33009,112,133,-655
33458,112,135,-653
33886,109,122,-655
34333,114,157,-655
34773,113,144,-652
35209,110,137,-656
35645,112,140,-654
36074,113,139,-653
36538,113,136,-654
36959,110,149,-654
37393,113,147,-653
37820,110,127,-655
38270,115,133,-653
38709,112,140,-651
39129,115,133,-654
39562,111,155,-655
40002,106,130,-656
40437,106,152,-650
40889,112,136,-654
41313,105,134,-652
41761,106,132,-653
42199,111,148,-654
42645,113,152,-651
43054,112,138,-649
43496,112,139,-654
43934,305,225,-409
44477,305,224,-291
44801,303,217,-283
45249,303,217,-283
45697,303,218,-283
46141,303,219,-283
46560,303,224,-285
46987,304,227,-283
47441,303,224,-263
47885,305,201,-295
48300,154,76,-401
48757,263,35,-346
49185,279,103,-329
49605,287,115,-316
50060,292,121,-311
50513,293,123,-310
50939,294,122,-311
51377,295,118,-319
51805,296,126,-331
52242,305,152,-345
52664,299,141,-336
53117,299,140,-416
53550,111,137,-653
53982,110,139,-651
54426,111,135,-650
54861,111,140,-654
55287,112,136,-654
55728,115,122,-656
56181,108,131,-656
56620,112,112,-651
57061,109,139,-653
57500,110,138,-655
57940,107,128,-656
58369,110,134,-654
58791,112,132,-651
59234,110,130,-652
59662,111,125,-650
60125,112,138,-653
60532,112,119,-654
60989,112,128,-655
61413,105,129,-654
61852,106,140,-654
62279,115,129,-654
62723,101,126,-653
63162,113,129,-653
63609,116,136,-652
64023,106,125,-655
64466,111,124,-651
64909,113,132,-653
65346,112,136,-652
65797,108,125,-653
66223,109,124,-653
66653,116,136,-654
67096,106,127,-654
67541,107,127,-653
67972,108,129,-653
68403,110,123,-651
68841,121,136,-653
69286,118,129,-654
69721,109,130,-650
70143,109,123,-654
70579,112,136,-656
71029,108,138,-652
71481,111,121,-655
71905,110,121,-652
72345,109,148,-653
72769,116,140,-653
73218,109,142,-653
73657,113,133,-653
74101,108,130,-651
74525,109,129,-653
74977,112,118,-653
75391,110,130,-653
75825,113,138,-652
76277,112,124,-655
76704,112,127,-652
77147,111,149,-655
77585,108,130,-652
78060,111,129,-649
78898,108,118,-653
79201,108,134,-654
79417,115,122,-653
79773,109,123,-653
80192,107,124,-651
80641,110,146,-651
81071,109,128,-652
81521,112,131,-652
81964,113,137,-653
82382,108,127,-652
82825,114,137,-653
83260,115,130,-653
83697,112,153,-655
84134,105,137,-651
84590,114,118,-654
84938,114,118,-654
