EpochTime,DOA,Confidence,Strength
3212,115,11,-669
3639,76,10,-669
17504,84,21,-652
17858,170,35,-655
18349,49,21,-653
18706,64,19,-652
19178,91,12,-655
19605,60,14,-655
20058,78,16,-654
20489,184,21,-656
20909,75,22,-656
21357,82,33,-654
21790,172,20,-653
22230,186,17,-655
22670,89,17,-655
23096,81,20,-653
23535,198,13,-653
23980,166,26,-653
24453,83,20,-652
25221,96,22,-655
25625,78,17,-657
25945,82,19,-656
26162,91,19,-656
26614,53,13,-654
27042,84,28,-653
27478,83,20,-657
27920,89,20,-656
28347,93,25,-658
28767,90,21,-653
29233,85,15,-650
29642,82,23,-654
30106,76,13,-653
30517,77,19,-652
30958,80,20,-653
31401,85,17,-652
31833,87,23,-656
32278,58,17,-654
32725,70,15,-657
33146,90,20,-653
33589,104,27,-653
34014,87,13,-656
34461,96,22,-656
34897,182,23,-655
35334,95,14,-656
35778,48,17,-655
36210,86,22,-655
36647,68,9,-656
37094,81,16,-656
37513,195,21,-654
37947,96,19,-656
38390,77,34,-653
38820,80,53,-653
39290,92,53,-652
39698,86,40,-652
40133,66,28,-652
40593,74,46,-651
40998,84,57,-656
41469,90,51,-653
41887,97,47,-654
42326,93,44,-653
42782,93,50,-654
43214,101,48,-651
43621,91,55,-655
44085,81,52,-658
44498,85,47,-652
44957,94,41,-656
45378,82,26,-655
45811,102,37,-655
46274,105,22,-655
46682,90,33,-657
47119,90,31,-653
47556,95,33,-654
47995,85,27,-652
48450,89,27,-656
48868,89,37,-654
49309,88,42,-656
49745,94,35,-655
50182,95,30,-651
50631,96,25,-654
51070,89,48,-656
51509,96,34,-653
51962,88,47,-656
52368,88,37,-655
52803,90,36,-656
53245,90,35,-652
53675,86,44,-651
54132,100,40,-655
54570,92,34,-655
54986,91,40,-654
55418,95,46,-658
55854,94,51,-653
56326,86,36,-654
56738,85,42,-657
57199,88,44,-655
57614,90,45,-655
58051,88,53,-655
58498,99,46,-654
58929,88,46,-654
59378,86,56,-653
59810,91,50,-656
60246,96,46,-654
60698,97,42,-654
61122,93,38,-655
61562,96,39,-656
61987,95,21,-656
62434,101,42,-653
62843,98,35,-657
63306,92,46,-656
63736,94,43,-657
64185,94,60,-652
64597,95,61,-656
65035,83,52,-654
65478,97,38,-653
65917,93,39,-653
66388,95,39,-655
66781,96,32,-655
67220,80,37,-654
67663,86,30,-655
68091,93,47,-655
68546,87,50,-654
68963,92,37,-656
69423,97,43,-655
69854,89,47,-657
70286,90,45,-656
70718,81,40,-656
71148,89,38,-655
71594,97,30,-657
72046,98,50,-656
72470,101,30,-654
72903,90,39,-655
73350,95,35,-653
73782,85,30,-657
74229,87,41,-656
74653,92,44,-655
75084,85,39,-656
75546,86,48,-654
75978,84,35,-656
76422,83,33,-654
76846,78,38,-652
77278,87,39,-656
77721,86,43,-654
78154,90,40,-657
78587,89,47,-657
79034,89,30,-657
79463,90,30,-653
79894,89,30,-651
80330,85,44,-654
80769,92,41,-654
81237,93,32,-651
81661,82,25,-653
82074,84,41,-654
82526,84,53,-657
82956,87,48,-655
83406,85,31,-656
83821,91,42,-654
84286,81,39,-653
