EpochTime,DOA,Confidence,Strength
2882,357,10,-668
3122,310,18,-667
23739,118,178,-423
24031,79,72,-664
24476,62,65,-663
24908,83,61,-664
25347,115,176,-437
25819,115,176,-439
26230,69,53,-662
26679,85,93,-665
27079,83,51,-664
27532,114,176,-464
27970,115,175,-456
28435,116,175,-564
28997,77,76,-664
29445,79,48,-665
29739,117,173,-508
30176,116,173,-471
30597,116,174,-522
31059,75,69,-664
31525,76,44,-662
31923,117,174,-507
32383,117,170,-433
32791,115,171,-475
33220,67,71,-661
33655,85,74,-662
34087,112,179,-595
34511,111,178,-454
34975,110,176,-469
35389,57,67,-663
35851,77,70,-666
36294,75,94,-663
36712,101,179,-430
37138,99,187,-403
37591,86,66,-664
38035,79,82,-665
38462,72,62,-662
38907,94,194,-428
39347,95,189,-419
39775,96,184,-486
40207,89,72,-662
40647,69,68,-664
41071,92,176,-396
41531,93,192,-397
41971,97,163,-455
42391,65,71,-662
42835,70,65,-666
43276,97,152,-492
43719,96,148,-364
44155,95,154,-359
44583,76,59,-663
45042,82,79,-664
45453,87,89,-664
45903,93,167,-374
46347,93,158,-359
46763,71,69,-665
47204,78,84,-663
47614,83,84,-662
48074,93,158,-391
48525,93,158,-367
48955,92,158,-421
49391,91,76,-668
49834,76,63,-661
50267,71,82,-665
50710,91,156,-456
51131,90,154,-416
51573,88,151,-427
52011,88,151,-493
52427,88,151,-455
52890,87,151,-427
53291,87,149,-581
53732,86,53,-663
54188,77,72,-664
54614,87,141,-465
55102,88,137,-434
55508,88,136,-496
55941,68,59,-663
56391,86,64,-665
56812,85,127,-503
57255,85,128,-445
57691,86,128,-479
58125,65,61,-665
58565,83,71,-665
59004,86,131,-572
59434,86,129,-454
59842,85,125,-460
60313,73,96,-665
60771,80,66,-662
61172,85,60,-661
61602,85,126,-448
62050,85,127,-449
62490,96,82,-667
62938,87,74,-664
63367,65,71,-663
63812,88,130,-507
64250,85,126,-486
64663,83,125,-555
65135,84,77,-662
65535,78,59,-662
65977,86,125,-497
66434,86,123,-449
66847,85,122,-482
67327,63,85,-664
67759,71,85,-665
68169,84,115,-564
68627,83,113,-478
69050,83,111,-507
69478,70,77,-663
69927,71,83,-666
70359,69,68,-664
70823,83,114,-496
71228,83,116,-488
71670,96,74,-662
72091,74,74,-665
72542,88,59,-662
72995,83,111,-488
73435,83,112,-475
73835,84,115,-569
74311,61,68,-663
74735,69,59,-664
75165,83,113,-506
75619,83,112,-475
76043,83,112,-520
76487,65,67,-663
76895,71,81,-665
77363,83,114,-527
77771,83,114,-476
78204,82,114,-501
78687,69,82,-663
79083,72,96,-662
79541,82,125,-651
79975,82,126,-500
80403,81,127,-507
80879,80,121,-507
81275,79,111,-506
81719,79,104,-566
82159,68,43,-661
82587,86,80,-664
83059,73,88,-665
83468,79,132,-584
83911,76,124,-526
84351,74,112,-516
84783,74,110,-562
85219,71,114,-536
85667,71,129,-537
86071,87,59,-661
86535,72,83,-661
86964,81,67,-660
87398,69,132,-576
87828,68,143,-574
88278,68,156,-625
88723,64,70,-663
89114,80,80,-662
89582,71,157,-573
90004,69,148,-527
90438,67,144,-564
90885,67,70,-664
91297,81,60,-661
91759,69,144,-607
92211,68,139,-509
92619,66,131,-530
93085,78,67,-663
93521,79,53,-662
93957,98,93,-664
94391,65,130,-533
94850,64,131,-538
95256,76,82,-663
95711,88,60,-665
96147,92,57,-664
96571,67,151,-559
97015,65,131,-527
97467,62,119,-599
97888,80,64,-665
98299,76,66,-663
98771,61,123,-582
99199,60,117,-539
99635,60,113,-577
100091,68,52,-665
100510,69,75,-663
100964,59,124,-613
101369,57,122,-545
101825,56,117,-571
102238,84,76,-661
102671,90,71,-662
103131,76,75,-664
103567,59,127,-550
104005,58,107,-538
104436,62,65,-660
104842,78,56,-661
105305,72,77,-665
105768,53,99,-572
106187,51,101,-558
106632,50,103,-641
107075,87,65,-664
107499,85,67,-662
107935,51,111,-577
108375,48,105,-551
108791,44,100,-599
109267,74,76,-663
109699,74,72,-663
110127,47,124,-604
110551,45,121,-544
111009,42,114,-580
