EpochTime,DOA,Confidence,Strength
2605,266,9,-668
3160,275,23,-666
15005,16,17,-655
15389,12,37,-650
15849,13,38,-650
16281,12,28,-654
16733,16,31,-648
17161,13,21,-653
17591,14,39,-650
18057,9,30,-649
18461,22,27,-653
18925,19,26,-652
19356,14,37,-648
19781,8,36,-650
20237,11,28,-652
20657,18,34,-653
21117,17,31,-652
21535,7,33,-651
21965,19,34,-651
22409,21,37,-655
22841,11,36,-653
23289,12,26,-656
23712,12,36,-652
24154,14,13,-654
24600,23,32,-652
25028,9,27,-650
25465,9,35,-653
25945,15,36,-653
26357,14,35,-652
26870,22,22,-652
27266,7,30,-653
27694,360,32,-652
28105,7,27,-651
28529,12,19,-654
28965,13,25,-649
29405,7,41,-652
29818,6,19,-651
30262,8,27,-653
30705,5,28,-654
31145,5,31,-650
31577,9,26,-653
32014,7,32,-650
32469,8,41,-654
32897,10,32,-652
33318,12,31,-652
33739,11,27,-654
34193,19,29,-654
34664,13,33,-654
35061,14,20,-651
35502,8,36,-653
35941,13,43,-652
36377,14,33,-657
36808,11,21,-652
37254,11,32,-651
37692,3,26,-648
38196,8,28,-652
38576,6,32,-651
39005,5,21,-650
39433,7,27,-652
39885,5,21,-651
40344,3,40,-652
40757,3,25,-653
41199,6,36,-654
41640,11,32,-653
42073,5,34,-652
42529,10,19,-653
42934,7,25,-651
43364,6,30,-651
43803,10,21,-654
44237,7,28,-651
44681,7,32,-652
45128,7,33,-651
45567,8,35,-652
45993,11,23,-654
46452,2,27,-654
46872,10,35,-653
47321,6,28,-650
47748,7,24,-653
48181,4,31,-651
48629,4,36,-651
49057,3,56,-655
49534,12,24,-652
49941,8,22,-653
50373,12,23,-654
50805,12,25,-651
51249,6,16,-654
51702,12,28,-654
52100,7,27,-655
52544,12,35,-652
52993,10,37,-652
53430,4,21,-649
53896,5,29,-651
54301,8,30,-651
54761,10,27,-654
55173,11,41,-654
55600,7,30,-651
56045,9,24,-654
56489,17,24,-654
56913,11,31,-651
57357,11,33,-653
57809,11,36,-650
58233,8,20,-653
58658,5,34,-651
59101,5,34,-651
59543,8,31,-651
59973,9,31,-652
60406,8,23,-653
60849,10,13,-654
61280,8,23,-651
61733,7,19,-653
62183,13,14,-655
62609,3,30,-652
63037,15,19,-654
63467,12,39,-652
63923,8,28,-651
64344,12,24,-653
64785,14,28,-654
65233,9,24,-652
65659,14,22,-649
66092,14,44,-653
66547,11,21,-652
66968,4,33,-650
67429,9,30,-654
67843,14,15,-652
68285,9,27,-654
68721,2,25,-652
69164,195,45,-646
69601,2,21,-652
70027,7,30,-651
70464,2,26,-652
70905,7,23,-652
71357,9,12,-650
71785,7,30,-653
72221,356,28,-650
72649,8,14,-653
73109,10,17,-653
73520,4,36,-648
73965,7,26,-654
74409,8,13,-650
74848,12,23,-653
75304,9,17,-652
75729,2,18,-653
76157,357,23,-651
76586,4,25,-647
77003,10,29,-650
77468,356,14,-653
77896,2,47,-649
78333,5,35,-651
78781,1,25,-654
79201,1,27,-648
79632,4,29,-651
80077,360,29,-651
80517,4,32,-654
80964,6,34,-651
81377,360,29,-651
81819,6,12,-654
82265,360,14,-648
82693,357,27,-648
83138,1,20,-651
83577,11,23,-650
84017,10,31,-651
84488,5,22,-652
85107,9,31,-650
85552,358,20,-652
85809,359,24,-651
86193,6,22,-651
86641,5,23,-649
87060,8,18,-651
87505,1,18,-650
87932,4,30,-652
88370,4,28,-651
88805,1,14,-653
89256,4,25,-652
89704,5,17,-651
90123,7,21,-651
90553,9,24,-652
90988,4,21,-650
91456,3,23,-651
91877,6,36,-651
92305,5,26,-653
92761,2,18,-652
93178,11,26,-653
93620,3,27,-649
94053,10,11,-652
94492,11,29,-652
94950,3,21,-650
95370,10,21,-651
95809,8,34,-650
96240,5,37,-653
96674,16,27,-648
97133,8,20,-652
97547,8,26,-650
97993,9,30,-653
98443,4,39,-651
98859,359,26,-654
99286,7,25,-653
99736,6,19,-652
100160,3,35,-651
100629,6,19,-651
101045,2,21,-651
101494,359,36,-651
101934,360,33,-653
102354,9,31,-648
102787,4,29,-651
103236,360,26,-649
103655,2,31,-640
104114,7,30,-648
104535,353,17,-644
104978,352,23,-646
105402,359,24,-640
105853,357,19,-642
106299,358,27,-644
106716,4,19,-646
